GTIN-14,Brand Name,Name,Size,Ingredients,Serving Size,Servings Per Container,Calories,Fat Calories,Fat (g),Saturated Fat (g),Trans Fat (g),Polyunsaturated Fat (g),Monounsaturated Fat (g),Cholesterol (mg),Sodium (mg),Potassium (mg),Carbohydrate (g),Fiber (g),Sugars (g),Protein (g),Author,Format,Publisher,Pages,Alcohol By Volume,Images
00678112194926,Comet,Comet With Bleach,397g,,,,,,,,,,,,,,,,,,,,,,,"https://d2b9vdin3yve6y.cloudfront.net/8ddaf593-1e5b-412d-8620-15a76b0cc88c.jpg, https://d2b9vdin3yve6y.cloudfront.net/fa2ab4c0-1f26-4eef-b3a6-a5a28e874a0b.jpg"
00381371154050,Aveeno,Men's After Shave Lotion,101mL,,,,,,,,,,,,,,,,,,,,,,,"https://d2b9vdin3yve6y.cloudfront.net/bcec792f-55d3-440a-9314-b5b47d2487eb.jpg, https://d2b9vdin3yve6y.cloudfront.net/af6d62c6-95f9-4f01-854a-79eb84cd69d7.jpg"
05400113016458,Delhaize,Expert Vliegenvanger,4,,,,,,,,,,,,,,,,,,,,,,,""
03760075490041,Claire,Nettoyant / Cleaner,200ml,,,,,,,,,,,,,,,,,,,,,,,""
00851939002500,First Aid Beauty,Face Cleanser,2 oz,,,,,,,,,,,,,,,,,,,,,,,"https://d2b9vdin3yve6y.cloudfront.net/9a765992-2742-461f-87fd-64d0a4252658.jpg, https://d2b9vdin3yve6y.cloudfront.net/52af68ed-c8ee-4dad-9fc9-0abd39b08550.jpg"
00087300453842,Simple,Cleansing Micellar Water,1 ct. 6.7 fl oz,,,,,,,,,,,,,,,,,,,,,,,https://d2b9vdin3yve6y.cloudfront.net/77edc5c2-81b8-4530-b731-055f7bdaa09a.jpg
00022796916167,Organix,Renewing Argan Oil of Morocco,100mL,,,,,,,,,,,,,,,,,,,,,,,"https://d2b9vdin3yve6y.cloudfront.net/8779aa31-d143-4b26-98a5-7fcf68ae2e67.jpg, https://d2b9vdin3yve6y.cloudfront.net/3659b152-c4e1-4ed4-9127-e830ecd21326.jpg"
00022400623924,Tresemme,Heat Tamer Spary,8 fl oz,,,,,,,,,,,,,,,,,,,,,,,"https://d2b9vdin3yve6y.cloudfront.net/1297b464-af72-416a-92ef-3e75a4e0ed45.jpg, https://d2b9vdin3yve6y.cloudfront.net/54a397d3-6e03-4387-aaa1-523cd1cf72f6.jpg"
00079400197214,Axe,Axe Anarchy for Her,4oz,,,,,,,,,,,,,,,,,,,,,,,"https://d2b9vdin3yve6y.cloudfront.net/fc528752-3aaa-4eae-bc09-d4f1a81785c7.jpg, https://d2b9vdin3yve6y.cloudfront.net/c4d4b029-166d-4999-a73b-1ee25b186070.jpg"
00012044039991,Old Spice,Refresh Body Spray -Fiji,3.75 oz,,,,,,,,,,,,,,,,,,,,,,,"https://d2b9vdin3yve6y.cloudfront.net/46bb5b1a-cda9-44cf-bd47-4fbd3a7dc928.jpg, https://d2b9vdin3yve6y.cloudfront.net/0dc976d3-ea64-4ad1-a734-3b27869d82cd.jpg"
00305212415049,Pond's,Cold Cream Cleanser,9.5oz,,,,,,,,,,,,,,,,,,,,,,,https://d2b9vdin3yve6y.cloudfront.net/2bd8f13f-38b3-44c2-ba0c-32c42d450ead.jpg
00019100194304,Biore,Deep Pore Charcoal Cleanser,6.77 fl oz,,,,,,,,,,,,,,,,,,,,,,,"https://d2b9vdin3yve6y.cloudfront.net/9d151eb2-79eb-4c90-913f-c20588b4390e.jpg, https://d2b9vdin3yve6y.cloudfront.net/83b76b02-2d4d-4977-9b32-674e12da5866.jpg"
05000167157413,Botanics,Hydrating Day Cream All Bright SPF 15,50ml/1.69 fl oz,,,,,,,,,,,,,,,,,,,,,,,"https://d2b9vdin3yve6y.cloudfront.net/2b474695-1af8-47a5-bc08-0110f94d0556.jpg, https://d2b9vdin3yve6y.cloudfront.net/d29ea82c-f3d2-4a0b-b10f-079c6e66fc24.jpg"
00048582003309,Biotene,Dry Mouth  Oral Rinse,16 fl oz/435 ml,,,,,,,,,,,,,,,,,,,,,,,"https://d2b9vdin3yve6y.cloudfront.net/abec697b-4b5a-4163-a37d-56884920b14f.jpg, https://d2b9vdin3yve6y.cloudfront.net/a65bac23-fc10-4c54-a1e7-92faf4a64325.jpg"
00381519022425,aussie,Instant Freeze Gel,198g/7oz,,,,,,,,,,,,,,,,,,,,,,,"https://d2b9vdin3yve6y.cloudfront.net/ce1dc80b-0a4a-43b5-bc4b-971c67c2f129.jpg, https://d2b9vdin3yve6y.cloudfront.net/c83741ab-e36c-4601-9b7b-8ef8aba86889.jpg"
00019100169920,Biore,Warming Anti-Blackhead Cleanser,4.5 oz/127 g,,,,,,,,,,,,,,,,,,,,,,,"https://d2b9vdin3yve6y.cloudfront.net/36916013-291f-4d6e-8885-6a88f0b9f139.jpg, https://d2b9vdin3yve6y.cloudfront.net/02dca8f0-2650-4f25-95f0-d53440010c83.jpg"
00046688400015,Jolen,Creme Bleach - Lightens Excess Dark Hair,4oz,,,,,,,,,,,,,,,,,,,,,,,https://d2b9vdin3yve6y.cloudfront.net/984957f5-194f-4ad0-a163-2935d7b7dfe5.jpg
00041000077210,Lipton,Pure Green Tea,40 tea bags-2.5oz/70.8g,,,,,,,,,,,,,,,,,,,,,,,"https://d2b9vdin3yve6y.cloudfront.net/eaa8952b-19e3-46e4-959d-42054b45f929.jpg, https://d2b9vdin3yve6y.cloudfront.net/f9a2dded-c385-4f0b-9105-5b7744f987a4.jpg"
00072512030868,Pentel,Super Hi-Polymer Lead 0.7,30 pieces of lead,,,,,,,,,,,,,,,,,,,,,,,https://d2b9vdin3yve6y.cloudfront.net/f9cba0a6-4a4e-474d-8c37-fe3d521ac564.jpg
00073852029437,Purell,Advanced Hand Sanitizer -travel size,2 fl oz,,,,,,,,,,,,,,,,,,,,,,,https://d2b9vdin3yve6y.cloudfront.net/2f502343-199d-4ae8-8f58-60d912abce2f.jpg
00019100187962,Jergens,Natural Glow,7.5 fl oz/ 221 ml,,,,,,,,,,,,,,,,,,,,,,,"https://d2b9vdin3yve6y.cloudfront.net/ac922791-7b04-4d17-b843-9a087d667c2a.jpg, https://d2b9vdin3yve6y.cloudfront.net/4a08a20e-2269-4788-8eea-58d0827bf7d8.jpg"
00079656051674,Banana Boat,Sport Performance- UVA/UVB protection SPF 30,9.5 FL OZ/ 280 mL,,,,,,,,,,,,,,,,,,,,,,,https://d2b9vdin3yve6y.cloudfront.net/18278d4f-d499-4462-a828-8099e897c6f8.jpg
00031604026714,Nature Made,D3 400 IU,100 tablets,,,,,,,,,,,,,,,,,,,,,,,"https://d2b9vdin3yve6y.cloudfront.net/a02d28f2-291a-4147-9110-17b849327284.jpg, https://d2b9vdin3yve6y.cloudfront.net/2f6f53f0-96d8-4612-b121-8a48da310461.jpg"
00037000123408,Secret,pH Balanced - Unscented,2.6 oz/ 73 g,,,,,,,,,,,,,,,,,,,,,,,"https://d2b9vdin3yve6y.cloudfront.net/39cc3897-4dc5-415f-8238-0bbbd000cd05.jpg, https://d2b9vdin3yve6y.cloudfront.net/954c5ec0-6c97-4000-9d46-c033680d8e8a.jpg"
00033200197140,Arm & Hammer,Ultra Max Deodorant,2.6 oz/ 73 g,,,,,,,,,,,,,,,,,,,,,,,"https://d2b9vdin3yve6y.cloudfront.net/1e2813dc-a075-4f12-970e-44430eb45cdb.jpg, https://d2b9vdin3yve6y.cloudfront.net/61a90832-abf4-4410-adf6-f11b7213c9cd.jpg"
00312547170314,Benadryl,Allergy,24 tablets-25 mg,,,,,,,,,,,,,,,,,,,,,,,"https://d2b9vdin3yve6y.cloudfront.net/601eb2e7-0deb-4641-83ca-e98acad37997.jpg, https://d2b9vdin3yve6y.cloudfront.net/b7b32381-0f03-4415-9902-63ee82ae156f.jpg"
00381370032892,Clean & Clear,Acne Cleanser,5 oz/141 g,,,,,,,,,,,,,,,,,,,,,,,https://d2b9vdin3yve6y.cloudfront.net/c35a7c25-498b-42a6-8225-2803e9cc2c68.jpg
00041554444216,Maybelline,The Falsies - Washable Mascara,.25 fl oz/7.5 ml,,,,,,,,,,,,,,,,,,,,,,,"https://d2b9vdin3yve6y.cloudfront.net/b421bbce-91a5-49df-bf8d-c4c979f7f8fb.jpg, https://d2b9vdin3yve6y.cloudfront.net/5fb40908-6b58-4805-a1cd-664384925cfb.jpg"
00022700577729,Cover Girl,Flamed Out Mascra,0.37 fl oz/ 11 mL,,,,,,,,,,,,,,,,,,,,,,,https://d2b9vdin3yve6y.cloudfront.net/c65d92f0-dfde-4b8d-9a71-fdf7d9e75c6d.jpg
00609332216358,e.l.f.,Jumbo Eyeshadow Stick-Turkish Coffee,3 g/11 oz,,,,,,,,,,,,,,,,,,,,,,,"https://d2b9vdin3yve6y.cloudfront.net/22fc3ed3-7359-4628-a38d-0e2398391adf.jpg, https://d2b9vdin3yve6y.cloudfront.net/86899dc0-0c79-418e-8531-e15439bb1f17.jpg, https://d2b9vdin3yve6y.cloudfront.net/6559519b-5d87-454a-8459-905181bd910e.jpg"
00609332824645,e.l.f.,Matte Lip Color-Paline,1.4g/ 0.05 oz,,,,,,,,,,,,,,,,,,,,,,,https://d2b9vdin3yve6y.cloudfront.net/8260788a-c0af-4d39-baea-69bf3e88da1e.jpg
00609332813038,e.l.f.,Eyebrow Kit- Darl,0.13 oz /3.7 g,,,,,,,,,,,,,,,,,,,,,,,"https://d2b9vdin3yve6y.cloudfront.net/b797f067-a4ba-4848-ada1-f2924338fd38.jpg, https://d2b9vdin3yve6y.cloudfront.net/b4372fa9-cd58-4157-a9f7-6f3d35fd6369.jpg"
00609332216945,e.l.f.,Smudge Pot- Back to Basics,0.19oz/5.5g,,,,,,,,,,,,,,,,,,,,,,,"https://d2b9vdin3yve6y.cloudfront.net/02d37705-0f95-4dff-803a-4ae1f649b935.jpg, https://d2b9vdin3yve6y.cloudfront.net/3ffa4bc9-99d1-4db6-a4ac-ced78ce2f1e9.jpg, https://d2b9vdin3yve6y.cloudfront.net/d0a0cdf1-9c1b-413b-ba79-32e6c812d4b8.jpg"
00075720000814,Poland Spring,Bottled Water,500mL,,,,,,,,,,,,,,,,,,,,,,,""
05410188013085,Tropicana,Reveil Fruité,1,,,,,,,,,,,,,,,,,,,,,,,""
00811502010165,David's Tea,Chocolate Rocket Mate Tea,100g,,,,,,,,,,,,,,,,,,,,,,,"https://d2b9vdin3yve6y.cloudfront.net/333ff064-0507-4afe-9a91-b1ae16499387.jpg, https://d2b9vdin3yve6y.cloudfront.net/feaa2d5a-d9ca-45b5-bc99-5cd27d42566e.jpg"
00636046354403,Harney & Sons,Spiced Black Holiday Tea,75g,,,,,,,,,,,,,,,,,,,,,,,"https://d2b9vdin3yve6y.cloudfront.net/894bbb7e-bc20-407f-b71b-a6d4fd76e87b.jpg, https://d2b9vdin3yve6y.cloudfront.net/1638cfe8-a6df-4f26-9aca-9d901f590862.jpg, https://d2b9vdin3yve6y.cloudfront.net/c47cf3c7-e890-4810-adda-980c79020cef.jpg"
00811502021642,David's Tea,Organic the Spice Is Right Green Tea,85g,,,,,,,,,,,,,,,,,,,,,,,"https://d2b9vdin3yve6y.cloudfront.net/9be98e08-769c-43c7-9e65-a71931fd5153.jpg, https://d2b9vdin3yve6y.cloudfront.net/e704d39b-65b1-4e77-8613-ee5cccd29e67.jpg, https://d2b9vdin3yve6y.cloudfront.net/f76ef2b6-3eca-45a7-82b5-56521a1621ba.jpg"
00811502010417,David's Tea,Birthday Cake,85g,,,,,,,,,,,,,,,,,,,,,,,"https://d2b9vdin3yve6y.cloudfront.net/3a27a19a-7309-46ea-b4fb-86b424438fec.jpg, https://d2b9vdin3yve6y.cloudfront.net/a2ebcf83-a8f0-4d9b-b15a-f5c183fe76cb.jpg, https://d2b9vdin3yve6y.cloudfront.net/b787423b-9de9-4a54-9ea1-273952b6d945.jpg"
00811502021833,David's Tea,Bubbie's Baklava Oolong Tea,80g,,,,,,,,,,,,,,,,,,,,,,,"https://d2b9vdin3yve6y.cloudfront.net/09e5845e-290d-44b0-a547-ade95b9f9a4a.jpg, https://d2b9vdin3yve6y.cloudfront.net/c2a02da4-dcc1-4845-92b7-3d9154f71a0a.jpg, https://d2b9vdin3yve6y.cloudfront.net/7366792b-819f-4170-a535-5377cc810c99.jpg"
00811502021628,David's Tea,Chocolate Chili Chai Black Tea,85g,,,,,,,,,,,,,,,,,,,,,,,"https://d2b9vdin3yve6y.cloudfront.net/d66f3dc1-b50e-4b73-9655-29bce0c724c3.jpg, https://d2b9vdin3yve6y.cloudfront.net/2a0db326-6f0b-47f9-9962-e819264b1267.jpg, https://d2b9vdin3yve6y.cloudfront.net/3feeead9-acc3-47a8-90f1-f3757dcf3614.jpg"
01501171060002,Saft Lingon,Lingonberry Drink Concentrate,500mL,,,,,,,,,,,,,,,,,,,,,,,"https://d2b9vdin3yve6y.cloudfront.net/fb83a2f6-6d93-40cf-8b33-58b6081fa49d.jpg, https://d2b9vdin3yve6y.cloudfront.net/d9c03e1d-5b13-482b-b9ca-14b05c4977cc.jpg"
03838975533448,1001 CVET,Mountain Herbal Blend Tea,20ct,,,,,,,,,,,,,,,,,,,,,,,"https://d2b9vdin3yve6y.cloudfront.net/8772074a-29be-48e5-99cf-1d727d860dfe.jpg, https://d2b9vdin3yve6y.cloudfront.net/b4f92a97-2bbb-48b6-ac33-97deb5da546e.jpg, https://d2b9vdin3yve6y.cloudfront.net/9687eca0-4332-4735-8800-9810eb2c7225.jpg"
00602652170645,Kind,Thai Sweet Chili Almond Protein Bar,45g,,,,,,,,,,,,,,,,,,,,,,,"https://d2b9vdin3yve6y.cloudfront.net/75773a39-bafd-41d3-9e03-17406d7b96ed.jpg, https://d2b9vdin3yve6y.cloudfront.net/e86d1901-aa92-4bfc-a853-f2c3ce9281a0.jpg"
00602652176517,Kind,Dark Chocolate Nuts & Sea Salt Protein Bar,40g,,,,,,,,,,,,,,,,,,,,,,,"https://d2b9vdin3yve6y.cloudfront.net/75591a83-921f-4bf3-9bb6-acc044cf4ec2.jpg, https://d2b9vdin3yve6y.cloudfront.net/707f01d3-99cc-485c-91c3-4e513925ee9a.jpg"
00071072030547,Alessi,Garlic Breadsticks,125g,,,,,,,,,,,,,,,,,,,,,,,"https://d2b9vdin3yve6y.cloudfront.net/51ab1428-e861-4367-ae37-82c0e41afd99.jpg, https://d2b9vdin3yve6y.cloudfront.net/699fcac5-80d0-4fc4-8b92-50afc20b2cbe.jpg, https://d2b9vdin3yve6y.cloudfront.net/2ad984cc-3fcb-4653-a6c2-d7a5a5b0e9f3.jpg"
00013000007542,Heinz,Distilled White Vinegar,3.785L,,,,,,,,,,,,,,,,,,,,,,,https://d2b9vdin3yve6y.cloudfront.net/1dafd513-b08a-46e5-a5c8-0f1ec7fe26dd.jpg
00071249749012,L'oreal Paris,Voluminous Original 305 Black Mascara,0.28 FL OZ,,,,,,,,,,,,,,,,,,,,,,,"https://d2b9vdin3yve6y.cloudfront.net/4129c079-13ef-492c-b8d1-275876b87c80.jpg, https://d2b9vdin3yve6y.cloudfront.net/ab345c49-57a4-438c-b5b4-f0300b5845b2.jpg, https://d2b9vdin3yve6y.cloudfront.net/7a806793-45f5-4a06-841e-132464d41a27.jpg, https://d2b9vdin3yve6y.cloudfront.net/91a2b1b1-709e-454f-91f8-f0f9533ad5ff.jpg"
00043000009444,Kraft,Cool Whip,2.0 oz,,,,,,,,,,,,,,,,,,,,,,,"https://d2b9vdin3yve6y.cloudfront.net/4748a9f2-2ec7-41a7-ba88-ba3bc799efe9.jpg, https://d2b9vdin3yve6y.cloudfront.net/9d235ba8-a938-4654-9b62-38659421603f.jpg, https://d2b9vdin3yve6y.cloudfront.net/d7176741-1003-4ccd-b8c3-30936fb750b5.jpg"
06096849388915,SEA SALT AND CLAY SOAP -,KALOS HEALTH & BEAUTY PRODUCTS LTD,100gm,,,,,,,,,,,,,,,,,,,,,,,""
00305210043008,Pond's,Dry Skin Cream,3.9 oz,,,,,,,,,,,,,,,,,,,,,,,https://d2b9vdin3yve6y.cloudfront.net/6cc05936-c673-4b5e-a31f-93f2e503ab6e.jpg
00087300272221,Simple,Eye Makeup-up Remover Pads,30 ct,,,,,,,,,,,,,,,,,,,,,,,https://d2b9vdin3yve6y.cloudfront.net/8e318e60-7a2d-4329-9e38-91d20b0f48a3.jpg
00070501025185,Neutrogena,Fresh Cleansing + Makeup Remover,6 fl oz,,,,,,,,,,,,,,,,,,,,,,,"https://d2b9vdin3yve6y.cloudfront.net/1e6496f8-ccc0-4a08-86a0-c3c8789c0ef4.jpg, https://d2b9vdin3yve6y.cloudfront.net/64cde6aa-6c5e-453e-9c15-17e4a6f2717f.jpg"
07640152110436,Arduino,Yun,,,,,,,,,,,,,,,,,,,,,,,,"https://d2b9vdin3yve6y.cloudfront.net/c9726fef-2b38-495e-9157-220484f544f3.jpg, https://d2b9vdin3yve6y.cloudfront.net/4af905d8-82ab-41c7-baa2-8a1bb1e74b95.jpg, https://d2b9vdin3yve6y.cloudfront.net/5f44e675-ab16-4890-9ecf-854aea37e0eb.jpg"
00811127014340,Gunnar,Vayper Onyx Advanced Gaming Eyewear,,,,,,,,,,,,,,,,,,,,,,,,"https://d2b9vdin3yve6y.cloudfront.net/06ba9511-92db-4c24-a7be-7a98a30018eb.jpg, https://d2b9vdin3yve6y.cloudfront.net/78980b32-87e3-499b-b8dd-3fe1b5db154c.jpg, https://d2b9vdin3yve6y.cloudfront.net/06c689df-514d-4d92-af12-1e7ca92eeb70.jpg"
00075500000010,TExas PEte,ORiginal HOt SAuce,6oz,,,,,,,,,,,,,,,,,,,,,,,""
00041333664453,Duracell,76A Duralock Battery,1ct,,,,,,,,,,,,,,,,,,,,,,,"https://d2b9vdin3yve6y.cloudfront.net/98bfa67d-52df-4b4d-b3e6-087e70fc5ef9.jpg, https://d2b9vdin3yve6y.cloudfront.net/373861bb-4a29-4205-970b-c22c88a63676.jpg"
00026000015608,Elmer's,Disappearing Purple School Glue Sticks,6ct,,,,,,,,,,,,,,,,,,,,,,,"https://d2b9vdin3yve6y.cloudfront.net/55864bd7-7a0d-40b9-b3c3-273f8af6a33b.jpg, https://d2b9vdin3yve6y.cloudfront.net/64edc1f4-b123-4549-ad7b-0516f6540022.jpg"
00043712130054,Sanyo,Eneloop 4 AA Batteries and Charger,,,,,,,,,,,,,,,,,,,,,,,,"https://d2b9vdin3yve6y.cloudfront.net/3b3cd803-c507-4b35-a781-873b40225165.jpg, https://d2b9vdin3yve6y.cloudfront.net/c8ce0657-0315-40c9-bd20-ab89335314c9.jpg"
00041333526485,Duracell,9V Procell Batteries,12ct,,,,,,,,,,,,,,,,,,,,,,,"https://d2b9vdin3yve6y.cloudfront.net/9b084df0-5dbe-42b3-8c1f-ccd9271a4ac1.jpg, https://d2b9vdin3yve6y.cloudfront.net/b7798cae-0145-43d9-b327-4bc648a80ff2.jpg"
00718103014557,Staples,Standard Staples,5000ct,,,,,,,,,,,,,,,,,,,,,,,"https://d2b9vdin3yve6y.cloudfront.net/20eac1de-c22e-4e96-90d9-ce195698a8b8.jpg, https://d2b9vdin3yve6y.cloudfront.net/87a93449-61cb-44bc-9b0b-0e4d58c39f73.jpg"
00718103083553,Staples,Small Bind Clips,12ct,,,,,,,,,,,,,,,,,,,,,,,"https://d2b9vdin3yve6y.cloudfront.net/dc7da31a-627c-44aa-bb39-cca5bc2fab7c.jpg, https://d2b9vdin3yve6y.cloudfront.net/17ce9aac-3087-4034-a4ad-f5426be4aa32.jpg"
00072782052676,Avery,White Easy Peel Return Address Labels,2000ct,,,,,,,,,,,,,,,,,,,,,,,"https://d2b9vdin3yve6y.cloudfront.net/2c3dd100-79a7-4063-a0fd-bcd23f5b4931.jpg, https://d2b9vdin3yve6y.cloudfront.net/600df6a4-63e0-4b0c-bb6b-af7d23a9dab2.jpg"
00072782067557,Avery,Permanent Reinforcement Labels,924ct,,,,,,,,,,,,,,,,,,,,,,,"https://d2b9vdin3yve6y.cloudfront.net/4a4f0249-aae5-4ad9-9f8f-a6b2102977e6.jpg, https://d2b9vdin3yve6y.cloudfront.net/fb776410-36cb-4aaa-ba7b-ef3d153ceb3d.jpg"
00072782057206,Avery,White Reinforcement Labels,1000ct,,,,,,,,,,,,,,,,,,,,,,,"https://d2b9vdin3yve6y.cloudfront.net/a30c935c-d50e-4cba-b477-1d3807b78d9d.jpg, https://d2b9vdin3yve6y.cloudfront.net/13fe4c2c-2619-4fe4-b578-7754ce95a12e.jpg"
00071641370012,Sharpie,Ultra Fine Permanent Marker,12ct,,,,,,,,,,,,,,,,,,,,,,,"https://d2b9vdin3yve6y.cloudfront.net/207e9c39-ffb4-48f7-947d-ae681f77a0c2.jpg, https://d2b9vdin3yve6y.cloudfront.net/7afaf62d-22ad-48cb-ab71-0e689386e8a2.jpg"
00071641300019,Sharpie,Fine Permanent Marker,12ct,,,,,,,,,,,,,,,,,,,,,,,"https://d2b9vdin3yve6y.cloudfront.net/52d85506-b1c4-40b6-989f-8d2eebd86002.jpg, https://d2b9vdin3yve6y.cloudfront.net/6508bc1b-9eb9-4203-9ab5-33600afdbe57.jpg"
00071641860018,Expo,Dry Erase Markers,12ct,,,,,,,,,,,,,,,,,,,,,,,"https://d2b9vdin3yve6y.cloudfront.net/f040590d-1ca3-4c99-beb7-00084209ac89.jpg, https://d2b9vdin3yve6y.cloudfront.net/e441af3b-3d13-484c-a9fe-e6e7268393ef.jpg"
00039800000347,Energizer,392 Watch Battery,,,,,,,,,,,,,,,,,,,,,,,,"https://d2b9vdin3yve6y.cloudfront.net/c0673ae0-9a3b-438f-81a8-b6f63c02931a.jpg, https://d2b9vdin3yve6y.cloudfront.net/f4c782c7-1088-4458-acf1-cffa270054d5.jpg"
00077711791923,Avery,Heavy-Duty EZD Reference 3-Ring Binder,2in,,,,,,,,,,,,,,,,,,,,,,,"https://d2b9vdin3yve6y.cloudfront.net/c833d7bb-189c-4fda-8a77-befebc85a238.jpg, https://d2b9vdin3yve6y.cloudfront.net/d9ccddc2-b250-4e27-9322-80d15f0ea059.jpg"
00898745031393,Rosewill,Hard Drive Docking,,,,,,,,,,,,,,,,,,,,,,,,"https://d2b9vdin3yve6y.cloudfront.net/571667cd-9adb-48d1-9909-4acdae03f025.jpg, https://d2b9vdin3yve6y.cloudfront.net/e4771f72-ce64-471b-8578-b1c86947d7fa.jpg"
00792363980258,Cen-Tech,7 Function Digital Multimeter,1ct,,,,,,,,,,,,,,,,,,,,,,,"https://d2b9vdin3yve6y.cloudfront.net/16526b7a-dada-4e52-ba9b-3b1d435cd13a.jpg, https://d2b9vdin3yve6y.cloudfront.net/ba20f4e8-680d-4947-8bd8-66893348eefb.jpg"
00049022599291,Walgreens,Advanced Hand Sanitizer with Aloe,,,,,,,,,,,,,,,,,,,,,,,,"https://d2b9vdin3yve6y.cloudfront.net/70578674-d97b-4ebf-9d5f-c40b48ca234d.jpg, https://d2b9vdin3yve6y.cloudfront.net/7c637211-a6e4-4455-be73-f7ccf60dc544.jpg"
00370067980226,Chemin Du Soleil,Chardonnay,,,,,,,,,,,,,,,,,,,,,,,,"https://d2b9vdin3yve6y.cloudfront.net/3dac3e7b-a865-4740-b485-62583890042c.jpg, https://d2b9vdin3yve6y.cloudfront.net/3d9586fa-fc64-497b-8856-6256ea420756.jpg"
05028197678234,The Body Shop,Coconut Body Butter (I just edited this text),,,,,,,,,,,,,,,,,,,,,,,,"https://d2b9vdin3yve6y.cloudfront.net/1f855c41-bf5c-4928-9706-3324bd9296c4.jpg, https://d2b9vdin3yve6y.cloudfront.net/bbbae670-c5a8-41cf-9f5b-94e193342d5b.jpg"
00637666022079,Thymes,Kimono Rose Hand Creme,70mL,,,,,,,,,,,,,,,,,,,,,,,"https://d2b9vdin3yve6y.cloudfront.net/084c0e0b-6efe-46a3-a82a-f6725656ebcd.jpg, https://d2b9vdin3yve6y.cloudfront.net/1e6c0ba2-edb4-4d2e-a830-86be3c093128.jpg, https://d2b9vdin3yve6y.cloudfront.net/c0cff16a-e97d-4c07-bcfe-9198869b89ed.jpg"
00086216170058,Dust Destroyer,Compressed-Gas Duster,99g,,,,,,,,,,,,,,,,,,,,,,,"https://d2b9vdin3yve6y.cloudfront.net/f241daeb-2d00-4e3f-964f-05be0ab21b17.jpg, https://d2b9vdin3yve6y.cloudfront.net/c0854301-9710-4402-8146-be65db9ebc7e.jpg"
00049000006346,Coca Cola,Soda,355mL,,,,,,,,,,,,,,,,,,,,,,,"https://d2b9vdin3yve6y.cloudfront.net/9010e190-f816-4b16-a78b-1ed877f8900f.jpg, https://d2b9vdin3yve6y.cloudfront.net/3bdb71ac-7884-422a-8e3c-b1173b042aae.jpg, https://d2b9vdin3yve6y.cloudfront.net/19fdca86-e632-4b6a-8640-04c38e831887.jpg"
07391772328946,BBC,Mistresses - Series 1 (Swedish),100,,,,,,,,,,,,,,,,,,,,,,,""
00744473912322,So Delicious,Coconut Milk,946mL,,240mL,4,45,40,4.5,4.0,0.0,,,0,0,40,2,1,0,0,,,,,,"https://d2b9vdin3yve6y.cloudfront.net/b08d6829-03f8-4c3b-aadb-6763696f104a.jpg, https://d2b9vdin3yve6y.cloudfront.net/3313768b-03fd-4180-bebf-5e529134b5af.jpg, https://d2b9vdin3yve6y.cloudfront.net/570085b5-6165-4869-9361-1f6808b5ddda.jpg"
00813568001439,Pereg,Organic Quinoa,340g,,42g,8,156,25,2.5,0.0,0.0,,,0,2,,27,3,2,6,,,,,,"https://d2b9vdin3yve6y.cloudfront.net/97826e35-a1d0-4fe5-a7ff-e2a832a4e33a.jpg, https://d2b9vdin3yve6y.cloudfront.net/abf04283-3201-4fa8-a084-7363911dbcfa.jpg"
00894700010014,Chobani,Greek Yogurt - Plain,150g,,150g,1,90,0,0.0,0.0,0.0,,,10,70,,7,0,4,15,,,,,,"https://d2b9vdin3yve6y.cloudfront.net/04808cf2-9fba-4a9c-8682-ef0cdc81e8fc.jpg, https://d2b9vdin3yve6y.cloudfront.net/f0463d98-67c2-4375-8338-ba9a2cc4ceaa.jpg, https://d2b9vdin3yve6y.cloudfront.net/199ff958-9d54-41e9-88c6-5564f520947e.jpg"
03605970054915,Lancome,Creme Radiance,125mL,,,,,,,,,,,,,,,,,,,,,,,"https://d2b9vdin3yve6y.cloudfront.net/4d1d7a87-96b1-4824-9174-59523cc40b15.jpg, https://d2b9vdin3yve6y.cloudfront.net/87c6ed51-96df-4d13-802b-0e4c1eea3fb7.jpg"
00786162002976,Glaceau,Vitamin Water Zero,20 FL OZ,,,,,,,,,,,,,,,,,,,,,,,""
00718103009218,Staples,1-Subject Notebook - Wide Ruled,,,,,,,,,,,,,,,,,,,,,,,,""
00860112000202,MulchTech Shield,- Black Treated Mulch (Super Bond Formula),2cu ft bag,,,,,,,,,,,,,,,,,,,,,,,""
03760142270002,Merveille De France,Merveille De France Passion Plus Eau De Parfum Spray 100ml/3.4fl.oz.,100ml/3.4fl.oz.,,,,,,,,,,,,,,,,,,,,,,,""
03760142270040,Merveille De France,Merveille De France Aura Pour Femme Eau De Parfum Spray 100ml/3.4fl.oz.,100ml/3.4fl.oz.,,,,,,,,,,,,,,,,,,,,,,,""
03760142270033,Merveille De France,Merveille De France Aura Pour Homme Eau De Parfum Spray 100ml/3.4fl.oz.,100ml/3.4fl.oz.,,,,,,,,,,,,,,,,,,,,,,,""
03760142270026,Merveille De France,Merveille De France Ultimate Pour Femme Eau De Parfum Spray 100ml/3.4fl.oz.,100ml/3.4fl.oz.,,,,,,,,,,,,,,,,,,,,,,,""
03760142270019,Merveille De France,Ultimate Pour Homme Eau De Parfum Spray,100ml/3.4fl.oz.,,,,,,,,,,,,,,,,,,,,,,,""
09300624015741,Kirks,Sugar Free Creaming Soda,1.25L,,,,,,,,,,,,,,,,,,,,,,,""
